iter	Passed	Remaining
128	13740	1051387
129	13847	1051329
130	13961	1051799
131	14072	1052042
132	14178	1051857
133	14288	1051985
134	14402	1052430
135	14506	1052131
136	14637	1053823
137	14759	1054797
138	14875	1055312
139	14975	1054704
140	15104	1056169
141	15229	1057300
142	15347	1057903
143	15471	1058952
144	15602	1060451
145	15717	1060790
146	15841	1061832
147	15938	1060961
148	16061	1061910
149	16181	1062609
150	16305	1063529
151	16437	1064971
152	16560	1065855
153	16682	1066597
154	16822	1068488
155	16958	1070149
156	17063	1069768
157	17179	1070138
158	17313	1071562
159	17434	1072246
160	17544	1072191
161	17650	1071910
162	17761	1071873
163	17875	1072072
164	17984	1071961
165	18105	1072610
166	18220	1072834
167	18350	1073929
168	18462	1074001
169	18563	1073405
170	18678	1073613
171	18786	1073427
172	18908	1074057
173	19015	1073820
174	19129	1074012
175	19243	1074131
176	19348	1073803
177	19461	1073908
178	19562	1073324
179	19662	1072706
180	19784	1073274
181	19904	1073724
182	20006	1073252
183	20117	1073216
184	20223	1072951
185	20306	1071451
186	20410	1071052
187	20506	1070283
188	20618	1070300
189	20738	1070749
190	20860	1071291
191	20971	1071269
192	21074	1070858
193	21167	1069953
194	21292	1070646
195	21403	1070613
196	21513	1070543
197	21628	1070701
198	21716	1069582
199	21830	1069674
200	21934	1069329
201	22042	1069153
202	22141	1068587
203	22247	1068317
204	22361	1068465
205	22469	1068270
206	22565	1067538
207	22675	1067494
208	22789	1067632
209	22884	1066830
210	23009	1067505
211	23133	1068065
212	23239	1067799
213	23349	1067731
214	23435	1066604
215	23543	1066448
216	23644	1065944
217	23745	1065507
218	23840	1064767
219	23939	1064225
220	24055	1064424
221	24143	1063397
222	24245	1062998
223	24340	1062307
224	24457	1062535
225	24540	1061328
226	24639	1060782
227	24745	1060569
228	24861	1060801
229	24953	1059975
230	25054	1059572
231	25170	1059773
232	25288	1060043
233	25410	1060512
234	25520	1060469
235	25621	1060040
236	25732	1060038
237	25832	1059549
238	25923	1058741
239	26022	1058237
240	26118	1057644
241	26207	1056733
242	26296	1055860
243	26403	1055715
244	26515	1055767
245	26629	1055875
246	26744	1056012
247	26857	1056100
248	26962	1055886
249	27053	1055104
250	27140	1054138
251	27238	1053658
252	27334	1053076
253	27459	1053622
254	27568	1053540
255	27688	1053909
256	27802	1054005
257	27916	1054120
258	28008	1053407
259	28105	1052859
260	28206	1052513
261	28305	1052064
262	28399	1051434
263	28498	1051000
264	28590	1050310
265	28678	1049446
266	28779	1049095
267	28893	1049219
268	28997	1048990
269	29101	1048741
270	29203	1048420
271	29281	1047257
272	29388	1047109
273	29501	1047207
274	29611	1047162
275	29704	1046537
276	29803	1046137
277	29909	1045972
278	30022	1046040
279	30130	1045969
280	30236	1045791
281	30344	1045700
282	30437	1045095
283	30541	1044856
284	30639	1044428
285	30756	1044636
286	30859	1044375
287	30971	1044430
288	31076	1044231
289	31176	1043868
290	31268	1043256
291	31354	1042421
292	31450	1041949
293	31548	1041528
294	31650	1041248
295	31735	1040396
296	31843	1040319
297	31936	1039743
298	32028	1039155
299	32114	1038370
300	32205	1037758
301	32303	1037334
302	32380	1036271
303	32467	1035537
304	32555	1034853
305	32638	1033972
306	32723	1033189
307	32816	1032654
308	32908	1032091
309	32992	1031270
310	33083	1030704
311	33176	1030175
312	33268	1029620
313	33354	1028902
314	33455	1028617
315	33545	1028008
316	33646	1027753
317	33740	1027283
318	33833	1026787
319	33919	1026062
320	34015	1025658
321	34106	1025099
322	34184	1024170
323	34273	1023547
324	34360	1022891
325	34462	1022671
326	34555	1022183
327	34645	1021607
328	34748	1021425
329	34833	1020726
330	34931	1020389
331	35027	1020003
332	35140	1020126
333	35241	1019894
334	35334	1019436
335	35434	1019155
336	35528	1018719
337	35612	1018017
338	35710	1017692
339	35795	1017026
340	35890	1016608
341	35999	1016622
342	36102	1016446
343	36191	1015883
344	36303	1015982
345	36405	1015772
346	36509	1015624
347	36619	1015674
348	36711	1015192
349	36811	1014955
350	36905	1014538
351	37016	1014586
352	37109	1014138
353	37207	1013850
354	37302	1013468
355	37407	1013377
356	37511	1013227
357	37623	1013323
358	37737	1013443
359	37833	1013099
360	37944	1013148
361	38036	1012692
362	38136	1012455
363	38239	1012286
364	38349	1012319
365	38460	1012383
366	38580	1012651
367	38684	1012524
368	38779	1012156
369	38875	1011823
370	38975	1011564
371	39070	1011218
372	39183	1011318
373	39275	1010859
374	39373	1010579
375	39481	1010561
376	39583	1010370
377	39684	1010158
378	39790	1010093
379	39890	1009866
380	40001	1009897
381	40095	1009532
382	40197	1009353
383	40299	1009164
384	40403	1009042
385	40501	1008761
386	40600	1008505
387	40724	1008881
388	40834	1008889
389	40943	1008897
390	41045	1008708
391	41146	1008502
392	41248	1008323
393	41360	1008403
394	41471	1008444
395	41592	1008735
396	41755	1010010
397	41895	1010745
398	42021	1011145
399	42135	1011263
400	42259	1011583
401	42352	1011193
402	42459	1011123
403	42560	1010923
404	42667	1010848
405	42804	1011490
406	42910	1011392
407	43019	1011391
408	43137	1011562
409	43242	1011448
410	43348	1011362
411	43444	1011038
412	43557	1011102
413	43650	1010705
414	43744	1010337
415	43865	1010584
416	43961	1010259
417	44064	1010109
418	44156	1009699
419	44265	1009675
420	44382	1009826
421	44476	1009478
422	44588	1009517
423	44680	1009106
424	44798	1009290
425	44899	1009086
426	44995	1008765
427	45093	1008503
428	45183	1008054
429	45287	1007901
430	45398	1007941
431	45497	1007683
432	45585	1007203
433	45686	1006989
434	45797	1007015
435	45902	1006914
436	46004	1006733
437	46113	1006705
438	46227	1006801
439	46334	1006720
440	46453	1006914
441	46551	1006641
442	46643	1006250
443	46747	1006130
444	46852	1006010
445	46960	1005972
446	47077	1006105
447	47177	1005894
448	47287	1005891
449	47381	1005547
450	47500	1005735
451	47603	1005571
452	47697	1005220
453	47784	1004738
454	47878	1004402
455	47991	1004444
456	48102	1004475
457	48200	1004206
458	48313	1004270
459	48417	1004135
460	48538	1004357
461	48649	1004362
462	48754	1004252
463	48854	1004049
464	48971	1004169
465	49076	1004067
466	49175	1003830
467	49289	1003896
468	49388	1003671
469	49475	1003194
470	49590	1003285
471	49689	1003060
472	49805	1003168
473	49920	1003246
474	50023	1003101
475	50131	1003050
476	50235	1002929
477	50336	1002721
478	50438	1002553
479	50525	1002086
480	50631	1001996
481	50733	1001820
482	50829	1001531
483	50943	1001610
484	51052	1001574
485	51155	1001433
486	51267	1001445
487	51369	1001277
488	51467	1001038
489	51585	1001181
490	51702	1001297
491	51822	1001473
492	51915	1001141
493	52026	1001150
494	52138	1001156
495	52241	1001021
496	52338	1000742
497	52451	1000797
498	52556	1000679
499	52658	1000517
500	52761	1000359
501	52867	1000268
502	52978	1000265
503	53083	1000167
504	53192	1000132
505	53299	1000049
506	53409	1000039
507	53509	999826
508	53635	1000104
509	53735	999906
510	53835	999701
511	53939	999568
512	54055	999652
513	54144	999250
514	54244	999037
515	54335	998681
516	54434	998450
517	54533	998238
518	54636	998083
519	54747	998095
520	54852	997970
521	54958	997879
522	55065	997818
523	55173	997750
524	55280	997685
525	55386	997580
526	55474	997178
527	55580	997082
528	55685	996978
529	55791	996871
530	55879	996459
531	55978	996246
532	56086	996198
533	56198	996202
534	56294	995931
535	56389	995658
536	56495	995557
537	56602	995481
538	56706	995355
539	56813	995292
540	56900	994872
541	57003	994730
542	57110	994650
543	57219	994607
544	57316	994368
545	57425	994324
546	57535	994295
547	57634	994096
548	57747	994113
549	57843	993850
550	57941	993627
551	58047	993530
552	58145	993302
553	58242	993062
554	58359	993165
555	58450	992819
556	58538	992418
557	58639	992240
558	58756	992347
559	58871	992404
560	58993	992590
561	59111	992702
562	59222	992692
563	59337	992745
564	59440	992606
565	59559	992731
566	59666	992645
567	59775	992602
568	59884	992567
569	59999	992623
570	60092	992312
571	60199	992240
572	60314	992296
573	60424	992268
574	60521	992032
575	60620	991816
576	60741	991968
577	60844	991827
578	60953	991782
579	61045	991466
580	61164	991585
581	61260	991331
582	61346	990909
583	61443	990669
584	61551	990607
585	61657	990514
586	61740	990055
587	61850	990031
588	61941	989701
589	62042	989525
590	62162	989657
591	62265	989523
592	62379	989545
593	62486	989468
594	62590	989353
595	62687	989121
596	62777	988771
597	62888	988761
598	62997	988720
599	63096	988517
600	63196	988325
601	63314	988424
602	63414	988236
603	63529	988278
604	63663	988623
605	63779	988689
606	63898	988795
607	64012	988821
608	64128	988885
609	64240	988880
610	64346	988787
611	64459	988807
612	64571	988792
613	64679	988728
614	64793	988753
615	64921	988997
616	65050	989248
617	65157	989172
618	65255	988958
619	65357	988789
620	65447	988462
621	65544	988226
622	65670	988424
623	65765	988161
624	65878	988170
625	65994	988233
626	66100	988138
627	66197	987909
628	66307	987868
629	66409	987707
630	66513	987580
631	66641	987818
632	66744	987671
633	66857	987671
634	66968	987657
635	67066	987434
636	67167	987260
637	67258	986953
638	67381	987105
639	67481	986916
640	67583	986762
641	67699	986805
642	67808	986762
643	67931	986911
644	68037	986810
645	68152	986837
646	68273	986965
647	68377	986832
648	68503	987017
649	68612	986960
650	68686	986411
651	68787	986240
652	68890	986092
653	68996	985993
654	69123	986194
655	69236	986198
656	69354	986275
657	69454	986092
658	69546	985791
659	69658	985775
660	69765	985688
661	69866	985521
662	69970	985389
663	70067	985171
664	70156	984823
665	70240	984414
666	70344	984291
667	70447	984160
668	70553	984057
669	70637	983654
670	70734	983436
671	70836	983272
672	70942	983185
673	71049	983095
674	71161	983081
675	71274	983076
676	71377	982936
677	71482	982827
678	71589	982748
679	71698	982693
680	71794	982462
681	71898	982325
682	71990	982044
683	72103	982046
684	72204	981878
685	72301	981653
686	72372	981085
687	72485	981081
688	72581	980853
