iter	RMSE
1664	3.30434841
1665	3.304068781
1666	3.303760933
1667	3.303446721
1668	3.303213309
1669	3.303015747
1670	3.302890594
1671	3.302775708
1672	3.302347914
1673	3.302186466
1674	3.301933438
1675	3.30158926
1676	3.301563522
1677	3.301283139
1678	3.301126227
1679	3.301003291
1680	3.300673061
1681	3.300133081
1682	3.299943753
1683	3.299829757
1684	3.299370227
1685	3.298964465
1686	3.298629396
1687	3.298488326
1688	3.298280807
1689	3.298121453
1690	3.297933147
1691	3.297690184
1692	3.297515511
1693	3.297186052
1694	3.296903324
1695	3.296596443
1696	3.296358315
1697	3.295909263
1698	3.295751
1699	3.295600768
1700	3.295284471
1701	3.295111635
