iter	RMSE
127	4.34315116
128	4.336308922
129	4.330032882
130	4.323385329
131	4.318095871
132	4.311400148
133	4.305766169
134	4.30003706
135	4.293880451
136	4.288869787
137	4.283532431
138	4.277694142
139	4.273076552
140	4.267338375
141	4.261133952
142	4.255225314
143	4.249555394
144	4.245214258
145	4.239730714
146	4.23462287
147	4.229737465
148	4.225309189
149	4.219842704
150	4.215014389
151	4.210404467
152	4.20523587
153	4.200370526
154	4.195340826
155	4.190425253
156	4.185602018
157	4.181064639
158	4.176392808
159	4.172211016
160	4.168448707
161	4.164151363
162	4.160203012
163	4.156775124
164	4.153100356
165	4.149263021
166	4.145154981
167	4.140943671
168	4.136918881
169	4.13397373
170	4.130904337
171	4.126789006
172	4.12519141
173	4.122117332
174	4.118614228
175	4.115510413
176	4.1123177
177	4.108561269
178	4.105223588
179	4.103822907
180	4.099952134
181	4.096818874
182	4.093876045
183	4.090503408
184	4.087348869
185	4.084095113
186	4.082198062
187	4.079526777
188	4.077498238
189	4.073988415
190	4.072137967
191	4.069141034
192	4.065979037
193	4.06424056
194	4.061444034
195	4.058516616
196	4.055359011
197	4.053603225
198	4.050937604
199	4.048232513
200	4.045503959
201	4.042509018
202	4.039887742
203	4.036710765
204	4.034898666
205	4.033476783
206	4.031349082
207	4.028797209
208	4.026466047
209	4.024238168
210	4.021638444
211	4.020258713
212	4.018327914
213	4.015634759
214	4.01341394
215	4.01113869
216	4.008856778
217	4.007326793
218	4.006283595
219	4.004173548
220	4.001759293
221	3.999873157
222	3.99812243
223	3.996049108
224	3.995124908
225	3.993302567
226	3.990753639
227	3.988479626
228	3.987507904
229	3.98501402
230	3.982947401
231	3.980642817
232	3.978214022
233	3.976189695
234	3.973769053
235	3.972144415
236	3.970184322
237	3.968267517
238	3.966449
239	3.965166984
240	3.96323776
241	3.961130905
242	3.960214349
243	3.958930905
244	3.957270989
245	3.95555667
246	3.953631445
247	3.951363662
248	3.949549075
249	3.948239201
250	3.946875444
251	3.945603445
252	3.943711388
253	3.942026916
254	3.940288065
255	3.938795813
256	3.937469014
257	3.935580998
258	3.933594576
259	3.932178505
260	3.93057267
261	3.928651527
262	3.927041812
263	3.925549714
264	3.923799895
265	3.922126718
266	3.921604833
267	3.919943702
268	3.918434328
269	3.917064023
270	3.915837758
271	3.914713462
272	3.913272158
273	3.9118318
274	3.910479233
275	3.909270397
276	3.907780255
277	3.906364803
278	3.904672277
279	3.904458869
280	3.903496178
281	3.902398154
282	3.902043344
283	3.900712936
284	3.899618091
285	3.898605755
286	3.897197364
287	3.896558168
288	3.895129587
289	3.893838871
290	3.892611909
291	3.891836856
292	3.890392444
293	3.889302931
294	3.887945838
295	3.886256448
296	3.885103538
297	3.884241515
298	3.883132893
299	3.881755627
300	3.88029822
301	3.87932671
302	3.878444086
303	3.877432587
304	3.876465451
305	3.875566217
306	3.874202939
307	3.873010772
308	3.872185928
309	3.871177093
310	3.870230782
311	3.868803027
312	3.86748724
313	3.866072511
314	3.864698317
315	3.863686748
316	3.862685417
317	3.861850285
318	3.860420211
319	3.859564063
320	3.858277759
321	3.85700434
322	3.856250348
323	3.855802756
324	3.854969737
325	3.853751145
326	3.852890814
327	3.851886644
328	3.850838266
329	3.850734935
330	3.850224051
331	3.849196378
332	3.848581009
333	3.847273993
334	3.846347136
335	3.845165095
336	3.844055908
337	3.843162656
338	3.842026824
339	3.84118898
340	3.840072622
341	3.838780213
342	3.837765059
343	3.837202263
344	3.836427253
345	3.835855087
346	3.8350654
347	3.834194655
348	3.833650498
349	3.832348038
350	3.831502418
351	3.830240934
352	3.829515627
353	3.82846145
354	3.827672548
355	3.826625078
356	3.8261143
357	3.825321793
358	3.824625883
359	3.823479844
360	3.822842293
361	3.821934951
362	3.821183056
363	3.820384411
364	3.81979514
365	3.818938591
366	3.818333935
367	3.817316525
368	3.81651972
369	3.815484804
370	3.814855632
371	3.814069228
372	3.812894695
373	3.812134359
374	3.811128552
375	3.810424319
376	3.809688685
377	3.808951815
378	3.808514553
379	3.807852205
380	3.80696399
381	3.806096732
382	3.805811817
383	3.805114055
384	3.804523326
385	3.803604924
386	3.802811384
387	3.801906652
388	3.801104144
389	3.799977833
390	3.798965102
391	3.798472616
392	3.797927922
393	3.796943327
394	3.796086041
395	3.795315287
396	3.794103461
397	3.793284671
398	3.792729422
399	3.791727252
400	3.790734186
401	3.790371535
402	3.789579267
403	3.788734938
404	3.788076731
405	3.787320325
406	3.786681871
407	3.785732432
408	3.785188611
409	3.784800785
410	3.784279766
411	3.78369436
412	3.78297187
413	3.782093733
414	3.781404379
415	3.780939264
416	3.780273798
417	3.779455352
418	3.778920604
419	3.778138563
420	3.777505272
421	3.77672039
422	3.775603408
423	3.774859925
424	3.774118955
425	3.773547249
426	3.773088761
427	3.772139149
428	3.771855956
429	3.77100331
430	3.770250197
431	3.769708795
432	3.76904879
433	3.76829794
434	3.767663616
435	3.766969092
436	3.76644943
437	3.766054849
438	3.765308983
439	3.764488673
440	3.763717492
441	3.762760838
442	3.762045553
443	3.761231157
444	3.760494167
445	3.75981497
446	3.759006161
447	3.758516072
448	3.757753705
449	3.757171325
450	3.756540566
451	3.756179195
452	3.755186787
453	3.754222489
454	3.753762517
455	3.753223849
456	3.752665177
457	3.752078561
458	3.751867457
459	3.751435859
460	3.750804558
461	3.750141176
462	3.749638726
463	3.749243261
464	3.74844623
465	3.748046228
466	3.747214452
467	3.746658377
468	3.746040992
469	3.745357317
470	3.744987136
471	3.744673123
472	3.744339733
473	3.743708636
474	3.743220848
475	3.742660784
476	3.742112596
477	3.7411275
478	3.74078811
479	3.740120146
480	3.739548785
481	3.738848275
482	3.73834307
483	3.737839215
484	3.73690522
485	3.736158152
486	3.735191424
487	3.734691698
488	3.733938975
489	3.733702592
490	3.7334848
491	3.732787498
492	3.732211752
493	3.731702135
494	3.731194217
495	3.730734097
496	3.730281024
497	3.72956666
498	3.729249333
499	3.728862007
500	3.728175715
501	3.727353874
502	3.726672106
503	3.725989962
504	3.725224354
505	3.724758535
506	3.723957151
507	3.722999216
508	3.722463014
509	3.722366975
510	3.721951187
511	3.721525357
512	3.721195149
513	3.72044974
514	3.719597681
515	3.71917914
516	3.718867746
517	3.718358406
518	3.71771074
519	3.716912766
520	3.716591638
521	3.716198832
522	3.715560433
523	3.715190092
524	3.714898394
525	3.714531753
526	3.714155918
527	3.71366384
528	3.712914203
529	3.71255269
530	3.71186219
531	3.711105936
532	3.710376538
533	3.709548182
534	3.708938019
535	3.708242679
536	3.707857796
537	3.707315944
538	3.706749392
539	3.706413824
540	3.705632785
541	3.705201536
542	3.704840625
543	3.703914636
544	3.703278265
545	3.7031761
546	3.702537632
547	3.701675449
548	3.701425547
549	3.701062418
550	3.700301889
551	3.699770277
552	3.699237871
553	3.698522705
554	3.697856594
555	3.697085162
556	3.696623091
557	3.696071717
558	3.695902045
559	3.695321553
560	3.694917964
561	3.694093228
562	3.693724279
563	3.693236133
564	3.692650871
565	3.692116116
566	3.691445091
567	3.691140542
568	3.690921399
569	3.69031219
570	3.689861216
571	3.689146906
572	3.688141782
573	3.687657229
574	3.687364043
575	3.686787868
576	3.686427222
577	3.686102347
578	3.68593865
579	3.685275267
580	3.684852725
581	3.684349105
582	3.683515019
583	3.683092275
584	3.682656224
585	3.682153368
586	3.68144106
587	3.68071771
588	3.67983835
589	3.679265109
590	3.678914778
591	3.678399021
592	3.677993654
593	3.677665229
594	3.677105489
595	3.67684211
596	3.676608387
597	3.675682044
598	3.67527562
599	3.674968968
600	3.674655659
601	3.674010494
602	3.67336495
603	3.6730611
604	3.672378468
605	3.67176354
606	3.671281785
607	3.670925086
608	3.670550221
609	3.670293945
610	3.669714167
611	3.669385157
612	3.668902521
613	3.668710107
614	3.667797419
615	3.667627348
616	3.667215516
617	3.666724755
618	3.666097767
619	3.665264294
620	3.665044926
621	3.66460813
622	3.664161762
623	3.663670839
624	3.662959376
625	3.662619422
626	3.661963052
627	3.661529431
628	3.661140263
629	3.66054556
630	3.66002529
631	3.659386755
632	3.658552579
633	3.658214726
634	3.657882614
635	3.657151009
636	3.656339842
637	3.655880113
638	3.655246736
639	3.65476364
640	3.654337141
641	3.654071533
642	3.653694195
643	3.653240118
644	3.652574152
645	3.652318489
646	3.65196964
647	3.651345483
648	3.651008762
649	3.650440323
650	3.649870151
651	3.649458088
652	3.648842737
653	3.648346389
654	3.647735642
655	3.647374463
656	3.647118784
657	3.646507271
658	3.646089917
659	3.64560372
660	3.644823302
661	3.644523686
662	3.644083691
663	3.643642228
664	3.643311132
665	3.642865126
666	3.642432047
667	3.641980872
668	3.641832725
669	3.641291136
670	3.640519511
671	3.640169242
672	3.639644128
673	3.639185951
674	3.638465402
675	3.637895909
676	3.637398299
677	3.637115639
678	3.636753281
679	3.636554909
680	3.636346525
681	3.635821742
682	3.635363458
683	3.634803847
684	3.634140156
685	3.633777776
686	3.633424305
687	3.633207595
688	3.632930224
689	3.632582422
690	3.632213548
691	3.631893601
692	3.631881074
693	3.631462733
694	3.631128141
695	3.63071796
696	3.630366913
697	3.629984718
698	3.629555426
699	3.628999935
700	3.628599188
701	3.628270037
702	3.627783361
703	3.627309905
704	3.626594579
705	3.626240276
706	3.625926454
707	3.625301427
708	3.625035446
709	3.624796114
710	3.624601588
711	3.624352149
712	3.624138229
713	3.623860675
714	3.623361494
715	3.622739959
716	3.622366387
717	3.621962018
718	3.621569951
719	3.621353803
720	3.620577491
721	3.620287729
722	3.620141659
723	3.619422246
724	3.619062322
725	3.618601796
726	3.61815011
727	3.617611873
728	3.617496592
729	3.617301608
730	3.616897045
731	3.616409296
732	3.615949307
733	3.615488709
734	3.614985938
735	3.614655519
736	3.614311549
737	3.613684848
738	3.613172461
739	3.612432484
740	3.611833165
741	3.611456764
742	3.611063213
743	3.610992561
744	3.610493693
745	3.609867747
746	3.609470754
747	3.608916856
748	3.608397962
749	3.607787906
750	3.607415776
751	3.60665947
752	3.606356933
753	3.606025878
754	3.605727678
755	3.605141559
756	3.604486528
757	3.603974963
758	3.603791844
759	3.603556233
760	3.603080196
761	3.602688665
762	3.6019935
763	3.6014119
764	3.600766799
765	3.600295495
766	3.599741879
767	3.599345362
768	3.598789976
769	3.598519922
770	3.598129472
771	3.597452807
772	3.597056223
773	3.596755845
774	3.596420902
775	3.59587885
776	3.595184755
777	3.594824623
778	3.594379209
779	3.59388417
780	3.593581525
781	3.593065269
782	3.592416005
783	3.591959078
784	3.591821411
785	3.591463081
786	3.59118897
787	3.590854328
788	3.590591582
789	3.590109245
790	3.589816927
791	3.589377794
792	3.588942431
793	3.58860675
794	3.58850981
795	3.588036422
796	3.587453722
797	3.587119159
798	3.586685721
799	3.586203735
800	3.585653383
801	3.585296868
802	3.584702234
803	3.58434754
804	3.583906132
805	3.583331631
806	3.582543207
807	3.582140381
808	3.58173073
809	3.581433243
810	3.580992233
811	3.580611763
812	3.580152487
813	3.579508966
814	3.579127115
815	3.578785119
816	3.578190717
817	3.57791004
818	3.577693117
819	3.577143326
820	3.576600387
821	3.576045703
822	3.575369715
823	3.575025588
824	3.574622418
825	3.574347701
826	3.573913948
827	3.573549365
828	3.573038887
829	3.572609272
830	3.572415683
831	3.572020181
832	3.571643055
833	3.570941505
834	3.570628576
835	3.570216968
836	3.56961918
837	3.569202187
838	3.568772313
839	3.568406673
840	3.568197856
841	3.567809889
842	3.567441547
843	3.567017764
844	3.566507729
845	3.565959652
846	3.565811818
847	3.565200337
848	3.564765256
849	3.56445685
850	3.564062603
851	3.563647325
852	3.563299639
853	3.562903831
854	3.562476435
855	3.561849649
856	3.561540488
857	3.561025732
858	3.560479219
859	3.559808119
860	3.559253446
861	3.55892007
862	3.558580851
863	3.558380559
864	3.557766076
865	3.557152218
866	3.556530283
867	3.556230941
868	3.555638829
869	3.555319618
870	3.554992554
871	3.554317611
872	3.554006987
873	3.553579823
874	3.553286432
875	3.55294373
876	3.552569297
877	3.552136265
878	3.551849732
879	3.551488769
880	3.551267972
881	3.550907437
882	3.550238711
883	3.549862809
884	3.549278908
885	3.549016659
886	3.548626134
887	3.547930694
888	3.547571107
889	3.547222742
890	3.546816476
891	3.546529042
892	3.546036067
893	3.545703189
894	3.545057562
895	3.544772259
896	3.544223961
897	3.543586488
898	3.543033109
899	3.542727732
900	3.542283463
901	3.541764294
902	3.541602005
903	3.54139222
904	3.54127881
905	3.540922028
906	3.54051039
907	3.540218642
908	3.539711064
909	3.539414166
910	3.538972244
911	3.538617884
912	3.538075991
913	3.537873608
914	3.537251687
915	3.537065645
916	3.53697392
917	3.536433809
918	3.535827781
919	3.535519769
920	3.535139566
921	3.534665384
922	3.534043227
923	3.533845933
924	3.533461154
925	3.53333163
926	3.532667924
927	3.532494162
928	3.532164702
929	3.531955335
930	3.531249132
931	3.530785674
932	3.530511986
933	3.530005933
934	3.52978931
935	3.529210732
936	3.528916405
937	3.528598489
938	3.528384601
939	3.527980553
940	3.527611554
941	3.527208673
942	3.526686747
943	3.526042893
944	3.525588792
945	3.525361116
946	3.524819435
947	3.524525876
948	3.524309105
949	3.523725647
950	3.523610067
951	3.523329744
952	3.522962382
953	3.522402289
954	3.521867624
955	3.521568466
956	3.521390016
957	3.520921902
958	3.520628706
959	3.520160057
960	3.519717123
961	3.519481018
962	3.519204837
963	3.519057402
964	3.51869741
965	3.518285121
966	3.517964332
967	3.517327406
968	3.516780493
969	3.516547341
970	3.516124246
971	3.515698985
972	3.515632689
973	3.51535963
974	3.514945951
975	3.514862297
976	3.514469269
977	3.514083081
978	3.513797375
979	3.513707404
980	3.513236215
981	3.512917544
982	3.512523475
983	3.512124991
984	3.511703437
985	3.511502699
986	3.51105386
987	3.510502859
988	3.510343993
989	3.510140486
990	3.509702369
991	3.509256039
992	3.509026199
993	3.508748185
994	3.508320852
995	3.507818189
996	3.507607034
997	3.507313742
998	3.506856902
999	3.506597494
1000	3.5060109
1001	3.505668718
1002	3.505365618
1003	3.505045806
1004	3.504743091
1005	3.504657106
1006	3.504230378
1007	3.504014446
1008	3.503971333
1009	3.503532638
1010	3.503181708
1011	3.502801739
1012	3.502193333
1013	3.501643522
1014	3.501337491
1015	3.501246871
1016	3.500832921
1017	3.500525827
1018	3.499788143
1019	3.499522279
1020	3.499054355
1021	3.498766638
1022	3.498245899
1023	3.49809027
1024	3.497710029
1025	3.497413967
1026	3.49706073
1027	3.496923479
1028	3.496578169
1029	3.496155393
1030	3.495990189
1031	3.49548846
1032	3.495043827
1033	3.494811346
1034	3.494496771
1035	3.493965365
1036	3.49347175
1037	3.493056423
1038	3.492939251
1039	3.492771018
1040	3.492651197
1041	3.492319685
1042	3.49191921
1043	3.491409106
1044	3.490969432
1045	3.490659982
1046	3.490271822
1047	3.490242175
1048	3.489743374
1049	3.48925575
1050	3.488807525
1051	3.488293797
1052	3.48796743
1053	3.487715258
1054	3.487471503
1055	3.487332676
1056	3.487111852
1057	3.486633026
1058	3.486394597
1059	3.486204617
1060	3.485809732
1061	3.485599698
1062	3.485371046
1063	3.485150577
1064	3.484594361
1065	3.484135165
1066	3.483658423
1067	3.483368997
1068	3.483229214
1069	3.483189169
1070	3.482762965
1071	3.482597329
1072	3.482125451
1073	3.481669884
1074	3.481449005
1075	3.48102648
1076	3.480715497
1077	3.480643464
1078	3.480206066
1079	3.479789904
1080	3.479294854
1081	3.479141116
1082	3.478982866
1083	3.478716743
1084	3.478363047
1085	3.478135962
1086	3.477893953
1087	3.477647389
1088	3.477156934
1089	3.477016104
1090	3.476666467
1091	3.47638291
1092	3.475968833
1093	3.475553796
1094	3.475166498
1095	3.474615163
1096	3.474182864
1097	3.473810787
1098	3.473573554
1099	3.473242862
1100	3.472865872
1101	3.472647276
1102	3.472255726
1103	3.472026478
1104	3.471832386
1105	3.471326607
1106	3.471067084
1107	3.470778982
1108	3.470443386
1109	3.469969115
1110	3.469829884
1111	3.469332239
1112	3.469142282
1113	3.468755374
1114	3.468391509
1115	3.468008577
1116	3.467427122
1117	3.466913438
1118	3.466657026
1119	3.466116335
1120	3.465592929
1121	3.465381675
1122	3.464938709
1123	3.464498227
1124	3.463953527
1125	3.463693301
1126	3.463501567
1127	3.463178772
1128	3.462975084
1129	3.462827683
1130	3.462508728
1131	3.462037769
1132	3.461874121
1133	3.461826644
1134	3.461642003
1135	3.461130153
1136	3.460692814
1137	3.46031514
1138	3.459938384
1139	3.459554459
1140	3.459453637
1141	3.459286424
1142	3.458878451
1143	3.458323422
1144	3.457834515
1145	3.457601342
1146	3.457414315
1147	3.456971808
1148	3.456734984
1149	3.456489761
1150	3.45630673
1151	3.456008925
1152	3.455484257
1153	3.455114666
1154	3.454862246
1155	3.454524657
1156	3.454232814
1157	3.453828989
1158	3.453465641
1159	3.453135805
1160	3.452924679
1161	3.452554573
1162	3.452122434
1163	3.451538664
1164	3.45121569
1165	3.451006501
1166	3.450852945
1167	3.450511925
1168	3.450165872
1169	3.449803139
1170	3.449377191
1171	3.449039522
1172	3.448898989
1173	3.44871715
1174	3.448217526
1175	3.448020219
1176	3.447672378
1177	3.447395529
1178	3.447238089
1179	3.446922112
1180	3.446665647
1181	3.446294056
1182	3.445876054
1183	3.445610587
1184	3.445542311
1185	3.445367967
1186	3.444950008
1187	3.444629925
1188	3.444171585
1189	3.444072984
1190	3.443725947
1191	3.4434475
1192	3.443127844
1193	3.442948589
1194	3.44262797
1195	3.442335387
1196	3.442304478
1197	3.44207953
1198	3.442047074
1199	3.441645812
1200	3.441189417
1201	3.440971007
1202	3.440593362
1203	3.440319195
1204	3.439997247
1205	3.439693146
1206	3.439556441
1207	3.439100154
1208	3.438811004
1209	3.438416754
1210	3.438390822
1211	3.437962553
1212	3.437642181
1213	3.437306656
1214	3.436938575
1215	3.436672356
1216	3.436210931
1217	3.43605062
1218	3.435648941
1219	3.435538635
1220	3.435276112
1221	3.435108555
1222	3.434724589
1223	3.43417993
1224	3.433911154
1225	3.433574846
1226	3.433248472
1227	3.43286216
1228	3.432418069
1229	3.432184699
1230	3.432154345
1231	3.431826895
1232	3.431433919
1233	3.431179796
1234	3.430835921
1235	3.430386412
1236	3.430324017
1237	3.43026442
1238	3.429962294
1239	3.429434836
1240	3.429055532
1241	3.428704022
1242	3.428231498
1243	3.427903408
1244	3.427710034
1245	3.427267369
1246	3.427088681
1247	3.42703343
1248	3.426615212
1249	3.426147851
1250	3.425876698
1251	3.425510253
1252	3.425460328
1253	3.425098634
1254	3.424817862
1255	3.424409035
1256	3.42414324
1257	3.42394726
1258	3.42359694
1259	3.423201094
1260	3.422657521
1261	3.422461477
1262	3.422258875
1263	3.421771511
1264	3.42139769
1265	3.421134729
1266	3.421071606
1267	3.420686822
1268	3.420580734
1269	3.420119817
1270	3.419630886
1271	3.419326656
1272	3.418911786
1273	3.418614559
1274	3.418403996
1275	3.418148995
1276	3.417876935
1277	3.417445314
1278	3.417177551
1279	3.417122268
1280	3.416890362
1281	3.416545619
1282	3.416010006
1283	3.415680829
1284	3.415623638
1285	3.41521356
1286	3.415042461
1287	3.414666235
1288	3.414309713
1289	3.413919629
1290	3.413596128
1291	3.413040825
1292	3.412986438
1293	3.412648444
1294	3.412145461
1295	3.411716111
1296	3.411306478
1297	3.411060798
1298	3.410423741
1299	3.410108216
1300	3.409805558
1301	3.409500045
1302	3.409090196
1303	3.408574574
1304	3.408217047
1305	3.407740959
1306	3.407434866
1307	3.407158473
1308	3.406725338
1309	3.406347504
1310	3.406041507
1311	3.405879757
1312	3.405521447
1313	3.405097803
1314	3.404889978
1315	3.404566779
1316	3.404174846
1317	3.403774052
1318	3.403382132
1319	3.402846042
1320	3.40247756
1321	3.402189312
1322	3.401585907
1323	3.401266517
1324	3.400933829
1325	3.400522673
1326	3.399992282
1327	3.399895713
1328	3.399871155
1329	3.399551616
1330	3.399197414
1331	3.39898422
1332	3.398687609
1333	3.398385636
1334	3.397828746
1335	3.39759363
1336	3.397083239
1337	3.397023024
1338	3.396806507
1339	3.396432904
1340	3.396158086
1341	3.395821734
1342	3.39563214
1343	3.395575852
1344	3.395550048
1345	3.39532675
1346	3.395302798
1347	3.39492571
1348	3.394621818
1349	3.39404289
1350	3.393714243
1351	3.393269622
1352	3.393239361
1353	3.392723592
1354	3.39269859
1355	3.392416727
1356	3.392324901
1357	3.39222956
1358	3.391918239
1359	3.391582561
1360	3.391272946
1361	3.39082138
1362	3.390565037
1363	3.390244011
1364	3.38994443
1365	3.389686573
1366	3.3893413
1367	3.389099651
1368	3.388788547
1369	3.388290958
1370	3.387884894
1371	3.387696132
1372	3.387468071
1373	3.387104053
1374	3.386684588
1375	3.386467899
1376	3.386298883
1377	3.386076284
1378	3.385963898
1379	3.385626277
1380	3.385256881
1381	3.385142941
1382	3.38482166
1383	3.384792602
1384	3.384358518
1385	3.384048678
1386	3.383699179
1387	3.383671423
1388	3.383544751
1389	3.383283576
1390	3.383046305
1391	3.382730269
1392	3.382588897
1393	3.382546727
1394	3.382287532
1395	3.38209096
1396	3.381687327
1397	3.381639638
1398	3.381287639
1399	3.381151923
1400	3.380688558
1401	3.380655914
1402	3.380261987
1403	3.379800532
1404	3.379495062
1405	3.379113066
1406	3.378792634
1407	3.378757775
1408	3.378608898
1409	3.378126748
1410	3.377844805
1411	3.37756699
1412	3.377255101
1413	3.377130441
1414	3.376722351
1415	3.37639245
1416	3.376007551
1417	3.375514953
1418	3.375102925
1419	3.375074928
1420	3.374811192
1421	3.374455611
1422	3.374072622
1423	3.373765309
1424	3.37342801
1425	3.373026514
1426	3.372789179
1427	3.372455411
1428	3.372187818
1429	3.371832675
1430	3.371419983
1431	3.370977698
1432	3.37051814
1433	3.370260523
1434	3.370004566
1435	3.369577196
1436	3.369150742
1437	3.368986361
1438	3.368738838
1439	3.368417521
1440	3.367884012
1441	3.367660518
1442	3.367208331
1443	3.367059279
1444	3.366614684
1445	3.366378591
1446	3.366265667
1447	3.365952189
1448	3.365687458
1449	3.365413481
1450	3.365157839
1451	3.364965769
1452	3.364694157
1453	3.36415557
1454	3.363894846
1455	3.363478626
1456	3.363199109
1457	3.362630223
1458	3.362303833
1459	3.361963128
1460	3.36185423
1461	3.361399091
1462	3.361356203
1463	3.360909409
1464	3.360441663
1465	3.35994476
1466	3.359612193
1467	3.35923131
1468	3.358901263
1469	3.358602648
1470	3.358409947
1471	3.3581788
1472	3.358028406
1473	3.35788811
1474	3.357501307
1475	3.357185227
1476	3.356838239
1477	3.356453522
1478	3.356416885
1479	3.356259009
1480	3.355895296
1481	3.355786036
1482	3.355525135
1483	3.355251835
1484	3.355139007
1485	3.354872661
1486	3.354651596
1487	3.35426121
1488	3.353998468
1489	3.353926715
1490	3.353691114
1491	3.353304482
1492	3.352808225
1493	3.352686002
1494	3.352165495
1495	3.351845671
1496	3.351395142
1497	3.35102238
1498	3.350569666
1499	3.350301718
1500	3.349943625
1501	3.349723772
1502	3.349384551
1503	3.349146441
1504	3.348638622
1505	3.348156841
1506	3.348045031
1507	3.347587636
1508	3.347331864
1509	3.34712039
1510	3.346819485
1511	3.346531331
1512	3.34610805
1513	3.345873292
1514	3.345675993
1515	3.345213968
1516	3.344909476
1517	3.344472238
1518	3.344184381
1519	3.343880507
1520	3.343516232
1521	3.343368493
1522	3.343100484
1523	3.342848218
1524	3.342343358
1525	3.341991845
1526	3.341632774
1527	3.341254284
1528	3.340812889
1529	3.34057847
1530	3.340411499
1531	3.340031552
1532	3.339761917
1533	3.339506423
1534	3.339259484
1535	3.338777744
1536	3.338609658
1537	3.338393242
1538	3.338079871
1539	3.33793809
1540	3.337559002
1541	3.337066799
1542	3.336853005
1543	3.336810863
1544	3.336637783
1545	3.336388406
1546	3.336060773
1547	3.335835578
1548	3.335608975
1549	3.335424157
1550	3.335226167
1551	3.334707287
1552	3.334358994
1553	3.333980379
1554	3.333802604
1555	3.333325514
1556	3.332965633
1557	3.332663216
1558	3.332198798
1559	3.331864256
1560	3.331825932
1561	3.331547686
1562	3.331382115
1563	3.331021942
1564	3.330744451
1565	3.330290972
1566	3.32998112
1567	3.329723248
1568	3.329356541
1569	3.329111923
1570	3.328970715
1571	3.328682937
1572	3.32839941
1573	3.32799417
1574	3.32774017
1575	3.32736468
1576	3.327146865
1577	3.326920871
1578	3.326789649
1579	3.326435234
1580	3.326416278
1581	3.325983562
1582	3.325966562
1583	3.32555824
1584	3.325321327
1585	3.324943837
1586	3.324842749
1587	3.324798524
1588	3.324714407
1589	3.324628978
1590	3.3244365
1591	3.324050739
1592	3.323762515
1593	3.323665533
1594	3.323481374
1595	3.323019625
1596	3.32270469
1597	3.322334031
1598	3.322310339
1599	3.321953746
1600	3.321605226
1601	3.321361154
1602	3.321081192
1603	3.320816366
1604	3.320487482
1605	3.320081787
1606	3.319955801
1607	3.319728695
1608	3.319534257
1609	3.319327148
1610	3.318972028
1611	3.318803436
1612	3.318784795
1613	3.318299326
1614	3.3180437
1615	3.317794892
1616	3.317713506
1617	3.317366733
1618	3.316942612
1619	3.316647449
1620	3.316336381
1621	3.316073464
1622	3.315692342
1623	3.315216486
1624	3.315002091
1625	3.314821222
1626	3.31464462
1627	3.314315688
1628	3.313974011
1629	3.313513091
1630	3.313231674
1631	3.313016519
1632	3.312845369
1633	3.312489834
1634	3.312167087
1635	3.311914115
1636	3.311602224
1637	3.311406707
1638	3.310985136
1639	3.310718026
1640	3.310535887
1641	3.310314262
1642	3.310045856
1643	3.309796422
1644	3.309571962
1645	3.309261469
1646	3.309104325
1647	3.308880888
1648	3.308621948
1649	3.30831222
1650	3.307942066
1651	3.307628665
1652	3.307219374
1653	3.306951986
1654	3.306938622
1655	3.306764622
1656	3.306547341
1657	3.306347002
1658	3.305949204
1659	3.305737032
1660	3.305386625
1661	3.305125399
1662	3.304863206
1663	3.304477944
